,away_WP,to_WP,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot,day_0,day_1,day_2,day_3,day_4,day_5,day_6,month_1,month_2,month_3,month_4,month_11,month_12,vet_day,thanksgiv,xmas,new_years,mlk_day,pres_day,new_years_sat,mlk_sat,new_years_sun,mlk_sun,new_years_fri,mlk_fri,new_years_mon,mlk_mon,spring_break,spring_break_ends
11/19/15,,,,1.3,18,6.6,2.6,2.8,6.5,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/15,,,,1.3,18,4.333333333,1.666666667,3.333333333,7.8,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/15,,,,1.3,18,7,2.333333333,5,9.1,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/15,,,,1.3,18,5.8,3,4.4,10.4,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/15,,,,1.3,18.5,8.5,3,3.75,11.7,9.1,2.6,3.9,5.2,6.5,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/15,,,,1.3,19,7.25,3.75,4,13,9.1,2.6,3.9,5.2,6.5,7.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/15,,,,1.3,20,9,3.666666667,6.833333333,14.3,9.1,2.6,3.9,5.2,6.5,7.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/15,,,,1.3,22.33333333,17,5.333333333,9.666666667,15.6,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/15,,,,1.3,22.25,15.25,5.75,11,16.9,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/15,,,,1.3,23,24.66666667,9,17.66666667,18.2,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/15,,,,1.3,22.33333333,27,9,19,19.5,9.1,2.6,3.9,5.2,6.5,7.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/15,,,,1.3,20.4,20.8,9.4,13.4,20.8,9.1,2.6,3.9,5.2,6.5,7.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/15,,,,2,20.75,24.75,9.75,16.75,22.8,9.8,3.3,4.6,5.9,7.2,8.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/15,,,,2,20.5,25,9.25,16.75,24.8,10.5,4,5.3,6.6,7.9,9.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/15,,,,2,20.75,23.75,8.75,16,26.8,11.2,4,6,7.3,8.6,9.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/15,,,,2,21.25,24,7.75,16.25,28.8,11.9,4,6,8,9.3,10.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/15,,,,2,21.75,29,9,13.75,30.8,12.6,4,6,8,10,11.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/15,,,,2,21.5,33.75,12.25,21.5,32.8,13.3,4,6,8,10,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/15,,,,2,21.75,35.75,12.5,23.25,34.8,14,4,6,8,10,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/15,,,,2,21.75,35.5,12,23.25,36.8,14,4,6,8,10,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/15,,,,2,21.75,36.75,12.5,23.5,38.8,14,4,6,8,10,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/15,,,,2,21.75,38.5,12,24,40.8,14,4,6,8,10,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/15,,,,2,24.5,42,11.75,25.75,42.8,14,4,6,8,10,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/15,,,,2,23.25,44,11.25,26.25,44.8,14,4,6,8,10,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/15,,,,2,23.25,55.25,14.5,34.5,46.8,14,4,6,8,10,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/15,,,,2,24,59,15.2,36.6,48.8,14,4,6,8,10,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/15,,,,2,29.8,60.6,15.4,38.2,50.8,14,4,6,8,10,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/15,,,,2,29,63.25,14.5,38,52.8,14,4,6,8,10,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/15,,,,2,29.25,63.25,14.75,38.75,54.8,14,4,6,8,10,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/15,,,,2,30.25,67.5,15,41.75,56.8,14,4,6,8,10,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/15,,,,2,35.25,70.25,15.5,41.75,58.8,14,4,6,8,10,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/15,,,,2,32.5,76.25,17,44.75,60.8,14,4,6,8,10,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/15,,,,2,33.25,83,18.25,54,62.8,14,4,6,8,10,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/15,,,,2,36.6,87,17.8,54.6,64.8,14,4,6,8,10,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/15,,,,2,37,88.5,18.25,57,66.8,14,4,6,8,10,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/15,,,,2,36.5,89.75,18.5,57.5,68.8,14,4,6,8,10,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/15,,,,2,37,91.75,18.75,58.5,70.8,14,4,6,8,10,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/15,,,,2,36.5,95,19.75,58.5,72.8,14,4,6,8,10,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/15,,,,2,37.25,99.25,20.25,59.75,74.8,14,4,6,8,10,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/15,,,,2,37.75,106.75,21,62,76.8,14,4,6,8,10,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/15,,,,2,38.5,105.25,20.25,61.75,78.8,14,4,6,8,10,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/15,,,,2,39,103,20.25,62.5,80.8,14,4,6,8,10,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/15,,,,2,38,105,20.25,63.75,82.8,14,4,6,8,10,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/16,,,,1.7,40.25,106.75,20.5,64.75,84.5,13.7,3.7,5.7,7.7,9.7,11.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/16,,,,1.7,39.5,105,20.75,63.5,86.2,13.4,3.4,5.4,7.4,9.4,11.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/16,,,,1.7,38.5,108,21.25,64.25,87.9,13.1,3.4,5.1,7.1,9.1,11.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/16,,,,1.7,39.4,112.8,21.6,69.2,89.6,12.8,3.4,5.1,6.8,8.8,10.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/16,,,,1.7,40,111,20.25,65.25,91.3,12.5,3.4,5.1,6.8,8.5,10.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/16,,,,1.7,40,109.75,19.75,65.25,93,12.2,3.4,5.1,6.8,8.5,10.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/16,,,,1.7,40,109,18.33333333,68.66666667,94.7,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/16,,,,1.7,38.75,111.25,18.75,66.5,96.4,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/16,,,,1.7,40.75,113.25,18.5,67.75,98.1,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/10/16,,,,1.7,41.25,113.75,19.75,67.75,99.8,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/16,,,,1.7,42.25,115.5,20.75,68.75,101.5,11.9,3.4,5.1,6.8,8.5,10.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/16,,,,1.7,44.75,117,20.25,69.75,103.2,11.9,3.4,5.1,6.8,8.5,10.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/16,,,,1.7,45.25,117.75,18.75,68.75,104.9,11.9,3.4,5.1,6.8,8.5,10.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/16,,,,1.7,45.25,119.5,18.75,70,106.6,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/15/16,,,,1.7,45.5,120,17.75,70,108.3,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/16,,,,1.7,44.2,123,19.8,75,110,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/16,,,,1.7,44.25,118.75,21.25,68.75,111.7,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/16,,,,1.7,44.5,118.75,19.75,69.25,113.4,11.9,3.4,5.1,6.8,8.5,10.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/16,,,,1.7,43.75,119.25,19.75,70.5,115.1,11.9,3.4,5.1,6.8,8.5,10.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/16,,,,1.7,45,121.5,21,74.25,116.8,11.9,3.4,5.1,6.8,8.5,10.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/16,,,,1.7,45.5,122.5,21.25,74.5,118.5,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/16,,,,1.7,45.75,122.5,19,75.75,120.2,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/16,,,,1.7,45.75,121.25,19,74.75,121.9,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/16,,,,1.7,45.5,121.25,19.75,74.75,123.6,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/16,,,,1.7,44,116.6666667,18.33333333,68,125.3,11.9,3.4,5.1,6.8,8.5,10.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/16,,,,1.7,45,124,21.25,76,127,11.9,3.4,5.1,6.8,8.5,10.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/16,,,,1.7,45,126.5,19.75,78.75,128.7,11.9,3.4,5.1,6.8,8.5,10.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/16,,,,1.7,48.75,123.5,19.5,76,130.4,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/16,,,,1.7,48.75,123.75,19.5,77.25,132.1,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/16,,,,1.7,50.5,122,18.75,76.25,133.8,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/16,,,,1.7,56.4,124.8,20.4,79.8,135.5,11.9,3.4,5.1,6.8,8.5,10.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/16,,,,2.2,53.75,127.75,21.5,78.5,137.7,12.4,3.9,5.6,7.3,9,10.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/16,,,,2.2,54.5,127.75,20,78.5,139.9,12.9,4.4,6.1,7.8,9.5,11.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/16,,,,2.2,52.6,127.8,20.2,77,142.1,13.4,4.4,6.6,8.3,10,11.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/16,,,,2.2,49.5,124,20.25,75,144.3,13.9,4.4,6.6,8.8,10.5,12.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/16,,,,2.2,54.25,129.75,19.75,80,146.5,14.4,4.4,6.6,8.8,11,12.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/16,,,,2.2,54,130,19,80,148.7,14.9,4.4,6.6,8.8,11,13.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/16,,,,2.2,55.5,130,20.5,80,150.9,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/16,,,,2.2,55,131,20.25,80,153.1,15.4,4.4,6.6,8.8,11,13.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/16,,,,2.2,55.4,131.8,20.4,84,155.3,15.4,4.4,6.6,8.8,11,13.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/16,,,,2.2,59.25,131.5,20,81.25,157.5,15.4,4.4,6.6,8.8,11,13.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/16,,,,2.2,58.4,129.2,20.8,77,159.7,15.4,4.4,6.6,8.8,11,13.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/16,,,,2.2,60.5,131.5,20.5,81.25,161.9,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/16,,,,2.2,61.5,131.75,19.25,81.25,164.1,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/16,,,,2.2,64.25,132,20,83.75,166.3,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/16,,,,2.2,63.5,130.25,21.25,85,168.5,15.4,4.4,6.6,8.8,11,13.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/16,,,,2.2,62.25,130.5,22.75,83.75,170.7,15.4,4.4,6.6,8.8,11,13.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/16,,,,2.2,62.8,131,22.6,82,172.9,15.4,4.4,6.6,8.8,11,13.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/16,,,,2.2,61.4,133.8,21.2,88,175.1,15.4,4.4,6.6,8.8,11,13.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/16,,,,2.2,59,132.75,20.25,85.75,177.3,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/16,,,,2.2,62.25,131.5,20.5,85,179.5,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/16,,,,2.2,57.66666667,130.3333333,20.66666667,81.66666667,181.7,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/16,,,,2.2,63.25,131.75,21.5,90.25,183.9,15.4,4.4,6.6,8.8,11,13.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/16,,,,2.2,64.25,132,21.25,90.25,186.1,15.4,4.4,6.6,8.8,11,13.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/16,,,,2.2,64.75,133.75,20.5,91.5,188.3,15.4,4.4,6.6,8.8,11,13.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/16,,,,2.2,64.5,132,23,87.75,190.5,15.4,4.4,6.6,8.8,11,13.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/16,,,,2.2,65.8,135.6,20.4,93.2,192.7,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/16,,,,2.2,65,132.5,19,91.75,194.9,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/16,,,,2.2,67.25,132.5,20.25,91.75,197.1,15.4,4.4,6.6,8.8,11,13.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/16,,,,2.2,67,129,19,85,199.3,15.4,4.4,6.6,8.8,11,13.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/16,,,,1.6,69,133.25,21.5,92.25,200.9,14.8,3.8,6,8.2,10.4,12.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/16,,,,1.6,70.5,133.25,21.5,92.25,202.5,14.2,3.2,5.4,7.6,9.8,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/16,,,,1.6,71,135.4,20.8,93.6,204.1,13.6,3.2,4.8,7,9.2,11.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/16,,,,1.6,70,135.3333333,20.33333333,93.33333333,205.7,13,3.2,4.8,6.4,8.6,10.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/16,,,,1.6,71.5,136.25,19,93.5,207.3,12.4,3.2,4.8,6.4,8,10.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/6/16,,,,1.6,70.5,134.25,19.25,92.25,208.9,11.8,3.2,4.8,6.4,8,9.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/16,,,,1.6,69,134.25,20.25,92.25,210.5,11.2,3.2,4.8,6.4,8,9.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/16,,,,1.6,70.5,134.25,20.5,92.25,212.1,11.2,3.2,4.8,6.4,8,9.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/16,,,,1.6,70.25,134.25,22,92.25,213.7,11.2,3.2,4.8,6.4,8,9.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/16,,,,1.6,71.5,133,22,92.25,215.3,11.2,3.2,4.8,6.4,8,9.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/16,,,,1.6,71.25,133,21,92.25,216.9,11.2,3.2,4.8,6.4,8,9.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/16,,,,1.6,74.8,133.4,20.2,92.8,218.5,11.2,3.2,4.8,6.4,8,9.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/16,,,,1.6,70.25,133,20.25,92.25,220.1,11.2,3.2,4.8,6.4,8,9.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/16,,,,1.6,68.8,133.4,21.6,92.6,221.7,11.2,3.2,4.8,6.4,8,9.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/16,,,,1.6,69,133,21.25,92.25,223.3,11.2,3.2,4.8,6.4,8,9.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/16,,,,1.6,67.5,132.75,22.25,92.25,224.9,11.2,3.2,4.8,6.4,8,9.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/16,,,,1.6,67,132.5,21.75,92.25,226.5,11.2,3.2,4.8,6.4,8,9.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/16,,,,1.6,68.5,132.5,20.75,92.25,228.1,11.2,3.2,4.8,6.4,8,9.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/16,,,,1.6,69.33333333,131.6666667,19.66666667,91.66666667,229.7,11.2,3.2,4.8,6.4,8,9.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/16,,,,1.6,68.25,134,20,93.25,231.3,11.2,3.2,4.8,6.4,8,9.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/21/16,,,,1.6,68.25,132.5,20.5,92.25,232.9,11.2,3.2,4.8,6.4,8,9.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/16,,,,1.6,68,132.5,21.75,92.25,234.5,11.2,3.2,4.8,6.4,8,9.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
